mastrapa2008Ia
97.5
ne
wavel, n, k
1.663578 1.289943 1.527289E-04
1.663845 1.289942 1.519150E-04
1.664112 1.289942 1.524858E-04
1.664379 1.289942 1.511620E-04
1.664646 1.289942 1.506741E-04
1.664913 1.289942 1.500033E-04
1.665181 1.289941 1.494154E-04
1.665448 1.289941 1.489772E-04
1.665716 1.289940 1.481936E-04
1.665983 1.289940 1.480895E-04
1.666251 1.289940 1.476427E-04
1.666519 1.289940 1.469680E-04
1.666787 1.289939 1.466303E-04
1.667055 1.289939 1.455728E-04
1.667323 1.289938 1.455220E-04
1.667591 1.289938 1.451081E-04
1.667859 1.289938 1.446834E-04
1.668127 1.289938 1.443913E-04
1.668396 1.289937 1.431553E-04
1.668664 1.289937 1.429134E-04
1.668933 1.289937 1.420051E-04
1.669202 1.289936 1.412306E-04
1.669470 1.289935 1.413883E-04
1.669739 1.289935 1.410369E-04
1.670008 1.289935 1.406386E-04
1.670277 1.289935 1.400903E-04
1.670546 1.289934 1.390555E-04
1.670815 1.289934 1.388232E-04
1.671085 1.289933 1.383909E-04
1.671354 1.289933 1.377018E-04
1.671623 1.289932 1.372081E-04
1.671893 1.289932 1.369915E-04
1.672163 1.289932 1.362341E-04
1.672432 1.289931 1.355364E-04
1.672702 1.289930 1.357361E-04
1.672972 1.289930 1.358861E-04
1.673242 1.289930 1.344998E-04
1.673512 1.289929 1.349851E-04
1.673782 1.289929 1.339491E-04
1.674052 1.289929 1.332933E-04
1.674323 1.289928 1.336107E-04
1.674593 1.289928 1.328340E-04
1.674864 1.289928 1.319979E-04
1.675134 1.289927 1.316392E-04
1.675405 1.289926 1.316377E-04
1.675675 1.289926 1.314840E-04
1.675946 1.289926 1.305723E-04
1.676217 1.289925 1.300469E-04
1.676488 1.289925 1.301160E-04
1.676759 1.289925 1.292750E-04
1.677031 1.289924 1.288203E-04
1.677302 1.289924 1.282061E-04
1.677573 1.289923 1.277976E-04
1.677845 1.289923 1.280284E-04
1.678116 1.289923 1.268995E-04
1.678388 1.289922 1.267313E-04
1.678659 1.289922 1.260067E-04
1.678931 1.289921 1.251325E-04
1.679203 1.289920 1.251824E-04
1.679475 1.289920 1.246426E-04
1.679747 1.289919 1.253230E-04
1.680019 1.289919 1.243239E-04
1.680292 1.289919 1.240025E-04
1.680564 1.289918 1.235880E-04
1.680836 1.289918 1.228943E-04
1.681109 1.289917 1.223911E-04
1.681381 1.289916 1.224050E-04
1.681654 1.289916 1.218195E-04
1.681927 1.289916 1.214798E-04
1.682200 1.289915 1.209655E-04
1.682473 1.289914 1.207902E-04
1.682746 1.289914 1.208227E-04
1.683019 1.289914 1.202060E-04
1.683292 1.289913 1.193979E-04
1.683565 1.289912 1.192393E-04
1.683839 1.289912 1.187484E-04
1.684112 1.289911 1.189852E-04
1.684386 1.289911 1.187780E-04
1.684660 1.289911 1.175729E-04
1.684933 1.289910 1.174123E-04
1.685207 1.289909 1.175846E-04
1.685481 1.289909 1.175471E-04
1.685755 1.289908 1.165354E-04
1.686029 1.289908 1.165811E-04
1.686303 1.289907 1.157283E-04
1.686578 1.289906 1.156204E-04
1.686852 1.289906 1.159524E-04
1.687127 1.289906 1.160689E-04
1.687401 1.289905 1.147418E-04
1.687676 1.289905 1.150832E-04
1.687951 1.289904 1.147232E-04
1.688225 1.289904 1.146715E-04
1.688500 1.289904 1.136301E-04
1.688775 1.289903 1.139610E-04
1.689050 1.289903 1.130425E-04
1.689325 1.289902 1.126398E-04
1.689601 1.289901 1.124984E-04
1.689876 1.289901 1.121150E-04
1.690151 1.289900 1.117388E-04
1.690427 1.289900 1.118604E-04
1.690703 1.289899 1.115536E-04
1.690978 1.289899 1.111440E-04
1.691254 1.289898 1.106519E-04
1.691530 1.289898 1.102849E-04
1.691806 1.289897 1.103820E-04
1.692082 1.289897 1.095285E-04
1.692358 1.289896 1.100146E-04
1.692635 1.289896 1.096849E-04
1.692911 1.289895 1.094203E-04
1.693187 1.289895 1.093015E-04
1.693464 1.289894 1.085746E-04
1.693741 1.289894 1.084417E-04
1.694017 1.289893 1.083187E-04
1.694294 1.289893 1.079623E-04
1.694571 1.289892 1.078034E-04
1.694848 1.289891 1.075960E-04
1.695125 1.289891 1.078419E-04
1.695402 1.289891 1.072571E-04
1.695680 1.289890 1.067050E-04
1.695957 1.289890 1.062074E-04
1.696234 1.289889 1.058418E-04
1.696512 1.289889 1.059743E-04
1.696789 1.289888 1.054206E-04
1.697067 1.289887 1.056197E-04
1.697345 1.289887 1.056544E-04
1.697623 1.289887 1.046261E-04
1.697901 1.289886 1.048341E-04
1.698179 1.289886 1.040991E-04
1.698457 1.289885 1.037876E-04
1.698735 1.289884 1.042416E-04
1.699014 1.289884 1.037467E-04
1.699292 1.289883 1.038811E-04
1.699571 1.289883 1.032714E-04
1.699849 1.289882 1.028537E-04
1.700128 1.289882 1.030139E-04
1.700407 1.289881 1.024862E-04
1.700685 1.289881 1.022709E-04
1.700964 1.289880 1.016285E-04
1.701244 1.289880 1.016492E-04
1.701523 1.289879 1.012784E-04
1.701802 1.289879 1.016903E-04
1.702081 1.289878 1.008775E-04
1.702361 1.289878 1.012145E-04
1.702640 1.289877 1.006233E-04
1.702920 1.289877 1.005335E-04
1.703200 1.289876 1.001521E-04
1.703479 1.289875 9.957706E-05
1.703759 1.289875 9.996262E-05
1.704039 1.289874 9.952822E-05
1.704320 1.289874 9.946920E-05
1.704600 1.289873 9.935155E-05
1.704880 1.289873 9.874162E-05
1.705160 1.289872 9.908823E-05
1.705441 1.289872 9.854112E-05
1.705721 1.289872 9.830530E-05
1.706002 1.289871 9.751998E-05
1.706283 1.289870 9.738124E-05
1.706564 1.289870 9.798682E-05
1.706844 1.289869 9.712302E-05
1.707125 1.289868 9.718367E-05
1.707407 1.289868 9.696201E-05
1.707688 1.289867 9.677795E-05
1.707969 1.289867 9.655307E-05
1.708250 1.289866 9.637841E-05
1.708532 1.289866 9.612782E-05
1.708813 1.289865 9.626733E-05
1.709095 1.289865 9.594187E-05
1.709377 1.289864 9.577692E-05
1.709659 1.289864 9.552824E-05
1.709941 1.289863 9.500929E-05
1.710223 1.289863 9.506736E-05
1.710505 1.289862 9.470891E-05
1.710787 1.289862 9.410462E-05
1.711069 1.289861 9.443534E-05
1.711352 1.289861 9.375004E-05
1.711634 1.289860 9.371524E-05
1.711917 1.289859 9.317473E-05
1.712199 1.289859 9.368578E-05
1.712482 1.289859 9.310183E-05
1.712765 1.289858 9.260083E-05
1.713048 1.289857 9.253824E-05
1.713331 1.289857 9.259864E-05
1.713614 1.289856 9.210588E-05
1.713897 1.289856 9.192839E-05
1.714181 1.289855 9.141111E-05
1.714464 1.289854 9.210775E-05
1.714748 1.289854 9.160926E-05
1.715031 1.289853 9.130857E-05
1.715315 1.289853 9.116691E-05
1.715599 1.289852 9.063407E-05
1.715883 1.289852 9.077638E-05
1.716167 1.289851 9.076975E-05
1.716451 1.289851 9.040552E-05
1.716735 1.289850 8.989350E-05
1.717019 1.289850 8.953680E-05
1.717304 1.289849 8.905677E-05
1.717588 1.289848 8.872419E-05
1.717873 1.289847 8.896333E-05
1.718157 1.289847 8.896949E-05
1.718442 1.289846 8.806854E-05
1.718727 1.289846 8.845885E-05
1.719012 1.289845 8.836410E-05
1.719297 1.289845 8.806882E-05
1.719582 1.289844 8.782867E-05
1.719867 1.289844 8.743316E-05
1.720153 1.289843 8.708927E-05
1.720438 1.289842 8.646400E-05
1.720724 1.289841 8.722073E-05
1.721009 1.289841 8.696697E-05
1.721295 1.289840 8.643414E-05
1.721581 1.289840 8.651907E-05
1.721866 1.289839 8.612573E-05
1.722152 1.289839 8.564055E-05
1.722438 1.289838 8.546509E-05
1.722725 1.289837 8.565114E-05
1.723011 1.289836 8.530721E-05
1.723297 1.289836 8.501810E-05
1.723584 1.289835 8.572777E-05
1.723870 1.289835 8.543416E-05
1.724157 1.289834 8.436703E-05
1.724444 1.289833 8.482903E-05
1.724730 1.289833 8.428703E-05
1.725017 1.289832 8.440589E-05
1.725304 1.289832 8.383124E-05
1.725592 1.289831 8.335174E-05
1.725879 1.289830 8.363023E-05
1.726166 1.289830 8.322841E-05
1.726454 1.289829 8.280923E-05
1.726741 1.289828 8.321144E-05
1.727029 1.289827 8.359060E-05
1.727316 1.289827 8.301700E-05
1.727604 1.289826 8.251929E-05
1.727892 1.289826 8.234519E-05
1.728180 1.289825 8.219917E-05
1.728468 1.289824 8.226295E-05
1.728756 1.289824 8.219015E-05
1.729045 1.289823 8.182697E-05
1.729333 1.289822 8.150267E-05
1.729621 1.289821 8.146197E-05
1.729910 1.289821 8.113879E-05
1.730199 1.289820 8.142894E-05
1.730487 1.289819 8.110357E-05
1.730776 1.289819 8.085570E-05
1.731065 1.289818 8.071640E-05
1.731354 1.289817 8.042117E-05
1.731643 1.289816 8.053503E-05
1.731933 1.289816 8.056541E-05
1.732222 1.289815 8.029679E-05
1.732511 1.289815 8.026839E-05
1.732801 1.289814 7.988634E-05
1.733090 1.289813 7.965342E-05
1.733380 1.289812 7.939416E-05
1.733670 1.289811 7.952023E-05
1.733960 1.289811 7.932877E-05
1.734250 1.289810 7.931385E-05
1.734540 1.289809 7.925450E-05
1.734830 1.289809 7.969888E-05
1.735120 1.289808 7.880092E-05
1.735411 1.289807 7.905555E-05
1.735701 1.289806 7.888778E-05
1.735992 1.289806 7.849808E-05
1.736283 1.289805 7.843740E-05
1.736573 1.289804 7.838185E-05
1.736864 1.289803 7.833228E-05
1.737155 1.289802 7.786710E-05
1.737446 1.289801 7.869920E-05
1.737738 1.289801 7.860690E-05
1.738029 1.289800 7.870448E-05
1.738320 1.289799 7.827619E-05
1.738612 1.289798 7.846288E-05
1.738903 1.289798 7.847038E-05
1.739195 1.289797 7.835484E-05
1.739487 1.289796 7.847424E-05
1.739778 1.289795 7.865662E-05
1.740071 1.289794 7.864850E-05
1.740363 1.289794 7.857452E-05
1.740655 1.289793 7.863296E-05
1.740947 1.289792 7.887177E-05
1.741239 1.289791 7.889525E-05
1.741532 1.289791 7.881927E-05
1.741824 1.289790 7.891818E-05
1.742117 1.289789 7.905396E-05
1.742410 1.289789 7.907326E-05
1.742703 1.289788 7.911340E-05
1.742995 1.289787 7.925946E-05
1.743289 1.289786 7.935954E-05
1.743582 1.289786 7.930245E-05
1.743875 1.289785 7.933577E-05
1.744168 1.289784 7.946140E-05
1.744462 1.289784 7.962074E-05
1.744755 1.289783 7.976930E-05
1.745049 1.289782 7.966329E-05
1.745342 1.289782 7.965816E-05
1.745636 1.289781 7.987580E-05
1.745930 1.289780 7.995651E-05
1.746224 1.289779 7.988641E-05
1.746518 1.289779 8.002016E-05
1.746813 1.289778 8.018631E-05
1.747107 1.289777 8.028355E-05
1.747401 1.289777 8.028009E-05
1.747696 1.289776 8.037067E-05
1.747990 1.289775 8.057909E-05
1.748285 1.289775 8.059403E-05
1.748580 1.289774 8.059841E-05
1.748875 1.289773 8.066210E-05
1.749170 1.289773 8.087869E-05
1.749465 1.289772 8.095138E-05
1.749760 1.289771 8.100406E-05
1.750056 1.289771 8.110802E-05
1.750351 1.289770 8.131599E-05
1.750647 1.289769 8.136172E-05
1.750942 1.289769 8.137628E-05
1.751238 1.289768 8.145091E-05
1.751534 1.289767 8.167597E-05
1.751830 1.289767 8.172743E-05
1.752126 1.289766 8.169746E-05
1.752422 1.289765 8.179001E-05
1.752718 1.289765 8.199454E-05
1.753014 1.289764 8.209888E-05
1.753311 1.289763 8.204501E-05
1.753607 1.289763 8.222848E-05
1.753904 1.289762 8.237005E-05
1.754201 1.289761 8.246306E-05
1.754497 1.289761 8.247455E-05
1.754794 1.289760 8.254868E-05
1.755091 1.289760 8.271309E-05
1.755388 1.289759 8.277629E-05
1.755686 1.289758 8.293810E-05
1.755983 1.289758 8.297790E-05
1.756280 1.289757 8.302515E-05
1.756578 1.289756 8.320116E-05
1.756876 1.289756 8.319209E-05
1.757173 1.289755 8.321135E-05
1.757471 1.289754 8.338294E-05
1.757769 1.289754 8.347305E-05
1.758067 1.289753 8.341806E-05
1.758365 1.289752 8.353241E-05
1.758663 1.289752 8.379798E-05
1.758962 1.289751 8.380839E-05
1.759260 1.289751 8.389621E-05
1.759559 1.289750 8.389606E-05
1.759857 1.289749 8.411136E-05
1.760156 1.289749 8.415146E-05
1.760455 1.289748 8.425114E-05
1.760754 1.289747 8.427342E-05
1.761053 1.289747 8.435125E-05
1.761352 1.289746 8.449160E-05
1.761651 1.289746 8.457231E-05
1.761951 1.289745 8.454585E-05
1.762250 1.289744 8.468923E-05
1.762550 1.289744 8.488141E-05
1.762849 1.289743 8.485926E-05
1.763149 1.289742 8.484047E-05
1.763449 1.289742 8.504828E-05
1.763749 1.289741 8.509842E-05
1.764049 1.289741 8.511552E-05
1.764349 1.289740 8.509900E-05
1.764649 1.289739 8.527197E-05
1.764950 1.289739 8.536069E-05
1.765250 1.289738 8.539243E-05
1.765551 1.289737 8.542292E-05
1.765852 1.289737 8.556531E-05
1.766152 1.289736 8.573404E-05
1.766453 1.289736 8.571930E-05
1.766754 1.289735 8.558641E-05
1.767055 1.289734 8.577785E-05
1.767356 1.289734 8.593421E-05
1.767658 1.289733 8.592452E-05
1.767959 1.289732 8.593641E-05
1.768260 1.289732 8.605124E-05
1.768562 1.289731 8.608804E-05
1.768864 1.289730 8.612113E-05
1.769166 1.289730 8.615388E-05
1.769468 1.289729 8.622812E-05
1.769770 1.289728 8.628411E-05
1.770072 1.289728 8.638185E-05
1.770374 1.289727 8.641302E-05
1.770676 1.289726 8.645604E-05
1.770979 1.289726 8.658816E-05
1.771281 1.289725 8.661263E-05
1.771584 1.289725 8.668459E-05
1.771887 1.289724 8.659780E-05
1.772189 1.289723 8.673584E-05
1.772492 1.289723 8.676219E-05
1.772795 1.289722 8.678099E-05
1.773098 1.289721 8.683637E-05
1.773402 1.289721 8.694733E-05
1.773705 1.289720 8.696071E-05
1.774008 1.289719 8.697211E-05
1.774312 1.289719 8.703082E-05
1.774616 1.289718 8.708549E-05
1.774920 1.289717 8.711366E-05
1.775223 1.289716 8.714718E-05
1.775527 1.289716 8.729653E-05
1.775831 1.289715 8.726367E-05
1.776136 1.289714 8.738176E-05
1.776440 1.289714 8.736302E-05
1.776744 1.289713 8.735393E-05
1.777049 1.289712 8.748105E-05
1.777353 1.289712 8.754596E-05
1.777658 1.289711 8.750400E-05
1.777963 1.289710 8.751944E-05
1.778268 1.289710 8.770640E-05
1.778573 1.289709 8.782614E-05
1.778878 1.289708 8.772707E-05
1.779183 1.289708 8.779276E-05
1.779489 1.289707 8.786981E-05
1.779794 1.289706 8.789934E-05
1.780099 1.289705 8.792870E-05
1.780405 1.289705 8.793057E-05
1.780711 1.289704 8.805757E-05
1.781017 1.289703 8.812667E-05
1.781323 1.289703 8.802705E-05
1.781629 1.289702 8.814627E-05
1.781935 1.289701 8.818987E-05
1.782241 1.289700 8.825200E-05
1.782548 1.289700 8.826194E-05
1.782854 1.289699 8.826416E-05
1.783161 1.289698 8.844751E-05
1.783468 1.289698 8.850348E-05
1.783774 1.289697 8.842622E-05
1.784081 1.289696 8.842935E-05
1.784388 1.289695 8.855755E-05
1.784695 1.289695 8.867249E-05
1.785003 1.289694 8.860167E-05
1.785310 1.289693 8.869316E-05
1.785617 1.289692 8.880812E-05
1.785925 1.289692 8.888736E-05
1.786232 1.289691 8.886049E-05
1.786540 1.289690 8.896190E-05
1.786848 1.289689 8.900783E-05
1.787156 1.289689 8.901840E-05
1.787464 1.289688 8.901018E-05
1.787772 1.289687 8.904737E-05
1.788081 1.289686 8.927229E-05
1.788389 1.289686 8.930004E-05
1.788698 1.289685 8.926741E-05
1.789006 1.289684 8.933334E-05
1.789315 1.289683 8.943315E-05
1.789624 1.289683 8.948690E-05
1.789933 1.289682 8.958386E-05
1.790242 1.289681 8.961663E-05
1.790551 1.289680 8.967644E-05
1.790860 1.289680 8.975267E-05
1.791169 1.289679 8.974559E-05
1.791479 1.289678 8.972064E-05
1.791788 1.289677 8.993748E-05
1.792098 1.289677 8.995853E-05
1.792408 1.289676 8.994338E-05
1.792718 1.289675 8.990941E-05
1.793028 1.289674 9.010275E-05
1.793338 1.289674 9.022903E-05
1.793648 1.289673 9.014824E-05
1.793958 1.289672 9.016218E-05
1.794269 1.289671 9.021757E-05
1.794579 1.289670 9.030280E-05
1.794890 1.289670 9.033564E-05
1.795201 1.289669 9.034294E-05
1.795512 1.289668 9.039876E-05
1.795823 1.289667 9.055838E-05
1.796134 1.289666 9.053307E-05
1.796445 1.289666 9.046363E-05
1.796756 1.289665 9.056794E-05
1.797068 1.289664 9.076599E-05
1.797379 1.289663 9.070773E-05
1.797691 1.289662 9.068575E-05
1.798002 1.289662 9.084503E-05
1.798314 1.289661 9.096065E-05
1.798626 1.289660 9.091652E-05
1.798938 1.289659 9.088627E-05
1.799250 1.289658 9.100728E-05
1.799563 1.289658 9.108743E-05
1.799875 1.289657 9.098496E-05
1.800187 1.289656 9.109265E-05
1.800500 1.289655 9.110154E-05
1.800813 1.289654 9.121980E-05
1.801125 1.289653 9.130312E-05
1.801438 1.289653 9.124098E-05
1.801752 1.289652 9.132938E-05
1.802065 1.289651 9.141825E-05
1.802378 1.289650 9.143332E-05
1.802691 1.289649 9.138626E-05
1.803005 1.289648 9.145932E-05
1.803318 1.289647 9.156849E-05
1.803632 1.289647 9.159020E-05
1.803946 1.289646 9.154397E-05
1.804260 1.289645 9.149908E-05
1.804574 1.289644 9.162207E-05
1.804888 1.289643 9.169294E-05
1.805202 1.289642 9.162458E-05
1.805516 1.289641 9.171807E-05
1.805831 1.289640 9.175933E-05
1.806145 1.289640 9.182244E-05
1.806460 1.289639 9.178719E-05
1.806775 1.289638 9.180354E-05
1.807089 1.289637 9.185595E-05
1.807404 1.289636 9.181296E-05
1.807720 1.289635 9.188029E-05
1.808035 1.289634 9.186630E-05
1.808350 1.289633 9.199249E-05
1.808666 1.289632 9.201418E-05
1.808981 1.289631 9.186517E-05
1.809297 1.289631 9.199647E-05
1.809613 1.289630 9.204741E-05
1.809928 1.289629 9.201124E-05
1.810244 1.289628 9.193086E-05
1.810560 1.289627 9.209813E-05
1.810877 1.289626 9.210690E-05
1.811193 1.289625 9.202798E-05
1.811509 1.289624 9.194453E-05
1.811826 1.289623 9.200869E-05
1.812143 1.289622 9.205591E-05
1.812459 1.289621 9.217520E-05
1.812776 1.289620 9.209689E-05
1.813093 1.289619 9.202650E-05
1.813410 1.289618 9.219063E-05
1.813728 1.289617 9.208332E-05
1.814045 1.289616 9.208730E-05
1.814362 1.289615 9.213228E-05
1.814680 1.289614 9.214414E-05
1.814997 1.289613 9.216086E-05
1.815315 1.289612 9.218662E-05
1.815633 1.289611 9.215706E-05
1.815951 1.289610 9.218501E-05
1.816269 1.289609 9.213425E-05
1.816587 1.289608 9.211268E-05
1.816906 1.289607 9.210338E-05
1.817224 1.289606 9.216956E-05
1.817543 1.289605 9.212166E-05
1.817861 1.289604 9.205403E-05
1.818180 1.289603 9.210741E-05
1.818499 1.289602 9.223617E-05
1.818818 1.289601 9.221351E-05
1.819137 1.289600 9.207553E-05
1.819456 1.289599 9.204022E-05
1.819775 1.289597 9.205088E-05
1.820095 1.289596 9.222285E-05
1.820414 1.289595 9.203114E-05
1.820734 1.289594 9.201573E-05
1.821054 1.289593 9.219771E-05
1.821374 1.289592 9.221792E-05
1.821694 1.289591 9.208481E-05
1.822014 1.289590 9.208341E-05
1.822334 1.289589 9.215338E-05
1.822654 1.289587 9.202816E-05
1.822975 1.289586 9.198457E-05
1.823295 1.289585 9.197446E-05
1.823616 1.289584 9.208148E-05
1.823937 1.289583 9.203477E-05
1.824258 1.289582 9.195987E-05
1.824579 1.289580 9.200806E-05
1.824900 1.289579 9.207957E-05
1.825221 1.289578 9.206485E-05
1.825542 1.289577 9.195527E-05
1.825864 1.289576 9.208536E-05
1.826185 1.289574 9.223707E-05
1.826507 1.289573 9.197778E-05
1.826829 1.289572 9.189694E-05
1.827151 1.289571 9.191617E-05
1.827473 1.289569 9.193221E-05
1.827795 1.289568 9.190914E-05
1.828117 1.289567 9.187415E-05
1.828439 1.289565 9.190353E-05
1.828762 1.289564 9.206771E-05
1.829084 1.289563 9.201013E-05
1.829407 1.289562 9.196317E-05
1.829730 1.289560 9.201629E-05
1.830053 1.289559 9.207286E-05
1.830376 1.289558 9.205278E-05
1.830699 1.289556 9.204563E-05
1.831022 1.289555 9.220866E-05
1.831346 1.289554 9.209584E-05
1.831669 1.289552 9.213253E-05
1.831993 1.289551 9.202620E-05
1.832317 1.289549 9.209686E-05
1.832641 1.289548 9.211124E-05
1.832964 1.289547 9.211109E-05
1.833289 1.289545 9.211982E-05
1.833613 1.289544 9.214799E-05
1.833937 1.289542 9.221834E-05
1.834261 1.289541 9.226091E-05
1.834586 1.289539 9.221811E-05
1.834911 1.289538 9.242241E-05
1.835235 1.289537 9.251251E-05
1.835560 1.289535 9.244991E-05
1.835885 1.289534 9.260192E-05
1.836210 1.289532 9.221936E-05
1.836536 1.289531 9.288338E-05
1.836861 1.289529 9.316223E-05
1.837186 1.289528 9.248727E-05
1.837512 1.289526 9.282302E-05
1.837838 1.289525 9.259081E-05
1.838163 1.289523 9.246734E-05
1.838489 1.289522 9.267158E-05
1.838815 1.289520 9.258919E-05
1.839142 1.289519 9.299690E-05
1.839468 1.289517 9.245783E-05
1.839794 1.289515 9.163140E-05
1.840121 1.289513 9.255463E-05
1.840447 1.289512 9.223719E-05
1.840774 1.289510 9.292291E-05
1.841101 1.289509 9.287679E-05
1.841428 1.289507 9.253675E-05
1.841755 1.289505 9.291734E-05
1.842082 1.289503 9.280662E-05
1.842409 1.289502 9.325275E-05
1.842737 1.289500 9.326573E-05
1.843064 1.289498 9.310588E-05
1.843392 1.289497 9.361187E-05
1.843720 1.289495 9.273258E-05
1.844048 1.289493 9.342923E-05
1.844376 1.289491 9.297155E-05
1.844704 1.289489 9.267381E-05
1.845032 1.289487 9.405129E-05
1.845360 1.289485 9.330901E-05
1.845689 1.289483 9.428652E-05
1.846017 1.289482 9.412920E-05
1.846346 1.289480 9.367305E-05
1.846675 1.289478 9.481185E-05
1.847004 1.289476 9.403141E-05
1.847333 1.289474 9.425567E-05
1.847662 1.289472 9.515910E-05
1.847991 1.289470 9.481059E-05
1.848321 1.289468 9.541918E-05
1.848650 1.289466 9.540344E-05
1.848980 1.289464 9.599384E-05
1.849310 1.289462 9.608858E-05
1.849640 1.289460 9.630112E-05
1.849970 1.289458 9.671319E-05
1.850300 1.289456 9.630364E-05
1.850630 1.289453 9.672536E-05
1.850960 1.289451 9.741861E-05
1.851291 1.289449 9.745494E-05
1.851621 1.289447 9.812160E-05
1.851952 1.289445 9.856895E-05
1.852283 1.289443 9.873671E-05
1.852614 1.289441 9.934239E-05
1.852945 1.289439 9.901213E-05
1.853276 1.289437 9.978877E-05
1.853607 1.289434 9.964809E-05
1.853939 1.289432 1.001203E-04
1.854270 1.289430 1.001283E-04
1.854602 1.289427 1.001679E-04
1.854934 1.289425 1.010568E-04
1.855266 1.289423 1.011844E-04
1.855598 1.289420 1.022200E-04
1.855930 1.289418 1.027170E-04
1.856262 1.289416 1.030252E-04
1.856594 1.289413 1.034979E-04
1.856927 1.289411 1.036278E-04
1.857259 1.289408 1.045127E-04
1.857592 1.289406 1.053589E-04
1.857925 1.289404 1.051969E-04
1.858258 1.289401 1.062061E-04
1.858591 1.289399 1.066758E-04
1.858924 1.289397 1.073341E-04
1.859258 1.289394 1.078680E-04
1.859591 1.289392 1.080986E-04
1.859925 1.289389 1.091951E-04
1.860258 1.289387 1.089603E-04
1.860592 1.289384 1.097842E-04
1.860926 1.289381 1.107483E-04
1.861260 1.289379 1.109522E-04
1.861594 1.289376 1.121778E-04
1.861929 1.289374 1.124826E-04
1.862263 1.289371 1.130884E-04
1.862597 1.289368 1.134639E-04
1.862932 1.289365 1.143844E-04
1.863267 1.289362 1.156344E-04
1.863602 1.289360 1.160437E-04
1.863937 1.289357 1.174436E-04
1.864272 1.289354 1.182745E-04
1.864607 1.289351 1.194786E-04
1.864942 1.289349 1.202331E-04
1.865278 1.289346 1.208189E-04
1.865614 1.289343 1.224443E-04
1.865949 1.289341 1.226466E-04
1.866285 1.289337 1.233406E-04
1.866621 1.289334 1.249584E-04
1.866957 1.289331 1.255413E-04
1.867293 1.289328 1.267944E-04
1.867630 1.289325 1.282570E-04
1.867966 1.289322 1.286593E-04
1.868303 1.289319 1.304093E-04
1.868639 1.289316 1.317544E-04
1.868976 1.289313 1.335647E-04
1.869313 1.289309 1.344052E-04
1.869650 1.289306 1.358286E-04
1.869987 1.289303 1.383936E-04
1.870325 1.289300 1.393053E-04
1.870662 1.289296 1.414616E-04
1.871000 1.289293 1.435120E-04
1.871337 1.289290 1.454535E-04
1.871675 1.289286 1.484083E-04
1.872013 1.289283 1.505294E-04
1.872351 1.289281 1.533816E-04
1.872689 1.289278 1.561731E-04
1.873027 1.289275 1.579078E-04
1.873366 1.289273 1.611781E-04
1.873704 1.289270 1.637595E-04
1.874043 1.289268 1.667002E-04
1.874382 1.289266 1.696051E-04
1.874721 1.289264 1.720561E-04
1.875060 1.289263 1.752666E-04
1.875399 1.289261 1.772830E-04
1.875738 1.289260 1.799912E-04
1.876077 1.289259 1.815221E-04
1.876417 1.289257 1.832865E-04
1.876756 1.289256 1.860014E-04
1.877096 1.289255 1.873694E-04
1.877436 1.289254 1.885522E-04
1.877776 1.289252 1.899526E-04
1.878116 1.289251 1.906931E-04
1.878457 1.289249 1.919941E-04
1.878797 1.289248 1.924480E-04
1.879137 1.289246 1.933432E-04
1.879478 1.289245 1.941066E-04
1.879819 1.289243 1.940810E-04
1.880159 1.289240 1.949568E-04
1.880500 1.289238 1.949280E-04
1.880842 1.289236 1.954644E-04
1.881183 1.289233 1.956262E-04
1.881524 1.289230 1.961791E-04
1.881866 1.289227 1.962088E-04
1.882207 1.289224 1.965301E-04
1.882549 1.289220 1.975580E-04
1.882891 1.289217 1.985557E-04
1.883233 1.289213 1.989501E-04
1.883575 1.289210 2.005208E-04
1.883917 1.289206 2.008083E-04
1.884260 1.289202 2.030639E-04
1.884602 1.289198 2.045603E-04
1.884945 1.289195 2.056039E-04
1.885287 1.289191 2.075832E-04
1.885630 1.289187 2.085607E-04
1.885973 1.289183 2.110569E-04
1.886316 1.289180 2.129769E-04
1.886659 1.289176 2.141551E-04
1.887003 1.289172 2.171506E-04
1.887346 1.289168 2.184979E-04
1.887690 1.289164 2.210445E-04
1.888034 1.289160 2.231950E-04
1.888377 1.289156 2.256076E-04
1.888721 1.289153 2.282754E-04
1.889065 1.289149 2.301656E-04
1.889410 1.289145 2.335127E-04
1.889754 1.289142 2.356520E-04
1.890098 1.289138 2.378156E-04
1.890443 1.289134 2.407817E-04
1.890788 1.289130 2.431081E-04
1.891133 1.289126 2.464621E-04
1.891478 1.289123 2.494033E-04
1.891823 1.289119 2.511754E-04
1.892168 1.289115 2.548483E-04
1.892513 1.289111 2.577372E-04
1.892859 1.289108 2.610856E-04
1.893204 1.289104 2.637456E-04
1.893550 1.289100 2.668427E-04
1.893896 1.289097 2.702401E-04
1.894242 1.289093 2.730771E-04
1.894588 1.289089 2.762882E-04
1.894934 1.289086 2.795845E-04
1.895281 1.289082 2.821923E-04
1.895627 1.289078 2.865556E-04
1.895974 1.289074 2.891889E-04
1.896320 1.289070 2.935561E-04
1.896667 1.289067 2.964607E-04
1.897014 1.289063 2.996356E-04
1.897361 1.289059 3.037973E-04
1.897709 1.289056 3.068660E-04
1.898056 1.289052 3.109313E-04
1.898404 1.289048 3.146261E-04
1.898751 1.289044 3.180442E-04
1.899099 1.289041 3.225690E-04
1.899447 1.289037 3.257642E-04
1.899795 1.289033 3.303850E-04
